rep	case	h2	env	ts	Qx	P-Chi	P-EN	Ax	P-Ax	type
T3	C1	same-0.3	env-1.0	p-0.50	15.7736145211071	7.13912203534052e-05	0	0.363584154707317	1.49305596063357e-63	nc
T3	C1	same-0.3	env-1.0	p-0.50	1.5370218183291	0.215061646455005	0.156	0.120694111235495	6.16210872839655e-08	c-Tm
T3	C1	same-0.3	env-1.0	p-0.50	1.5370218183291	0.215061646455005	0.153	0.120694111235495	6.16210872839655e-08	c.p-Tm
T3	C1	same-0.3	env-1.0	p-0.50	0.0146460090768875	0.903674641930121	0.896	-0.0118630814186021	0.595959331515133	nc-Tm
T3	C1	same-0.3	env-1.0	p-0.50	1.35244403669306	0.244851301084209	0.197	0.113310154195348	3.76272444535629e-07	c-ID
T3	C1	same-0.3	env-1.0	p-0.50	1.35244403669306	0.244851301084209	0.176	0.113310154195348	3.76272444535629e-07	c.p-ID
T3	C1	same-0.3	env-1.0	p-0.50	0.0111985641456967	0.915722574893318	0.896	-0.0105667387310376	0.636729319193588	nc-ID
T4	C1	same-0.3	env-1.0	p-0.50	0.0231122774701678	0.879165461928846	0.858	0.0148474338829965	0.506934265101612	c
T4	C1	same-0.3	env-1.0	p-0.50	0.0231122774701678	0.879165461928846	0.868	0.0148474338829965	0.506934265101612	c.p
T4	C1	same-0.3	env-1.0	p-0.50	6.15198994526129	0.0131264324148345	0.016	0.235647609862319	1.22681787183841e-26	nc
T4	C1	same-0.3	env-1.0	p-0.50	0.0853893640427471	0.770122560383118	0.76	-0.0285462929416687	0.201923370669496	c-Tm
T4	C1	same-0.3	env-1.0	p-0.50	0.0853893640427471	0.770122560383118	0.755	-0.0285462929416687	0.201923370669496	c.p-Tm
T4	C1	same-0.3	env-1.0	p-0.50	0.19883674532972	0.655661434522915	0.657	0.0434004043182523	0.0523036534433748	nc-Tm
T4	C1	same-0.3	env-1.0	p-0.50	0.00210680194962358	0.963390024075397	0.961	-0.00448561732113014	0.841106370687647	c-ID
T4	C1	same-0.3	env-1.0	p-0.50	0.00210680194962358	0.963390024075397	0.965	-0.00448561732113014	0.841106370687647	c.p-ID
T4	C1	same-0.3	env-1.0	p-0.50	3.67617722233674	0.0551952630033206	0.07	0.183642220741338	1.25165534931494e-16	nc-ID
T5	C1	same-0.3	env-1.0	p-0.50	0.121130402889159	0.727811695731901	0.73	0.0327335578252401	0.143367216479554	c
T5	C1	same-0.3	env-1.0	p-0.50	0.121130402889159	0.727811695731901	0.744	0.0327335578252401	0.143367216479554	c.p
T5	C1	same-0.3	env-1.0	p-0.50	32.7220322815411	1.06325179700212e-08	0	-0.483041809654498	1.95478497485059e-117	nc
T5	C1	same-0.3	env-1.0	p-0.50	3.1622548051392	0.0753590312045229	0.09	0.165308427371971	1.01118252746034e-13	c-Tm
T5	C1	same-0.3	env-1.0	p-0.50	3.1622548051392	0.0753590312045229	0.081	0.165308427371971	1.01118252746034e-13	c.p-Tm
T5	C1	same-0.3	env-1.0	p-0.50	0.735023176426181	0.391259811293072	0.382	-0.083827815230156	0.000174621112655231	nc-Tm
T5	C1	same-0.3	env-1.0	p-0.50	3.2151311422952	0.0729603446059699	0.078	0.166690088497103	6.26152899255727e-14	c-ID
T5	C1	same-0.3	env-1.0	p-0.50	3.2151311422952	0.0729603446059699	0.078	0.166690088497103	6.26152899255727e-14	c.p-ID
T5	C1	same-0.3	env-1.0	p-0.50	0.760604688030449	0.383139353315671	0.398	-0.084682765093067	0.000149696247214671	nc-ID
T6	C1	same-0.3	env-1.0	p-0.50	3.1141478341611	0.0776150683776016	0.065	-0.167597816526043	4.55999534476611e-14	c
T6	C1	same-0.3	env-1.0	p-0.50	3.1141478341611	0.0776150683776016	0.055	-0.167597816526043	4.55999534476611e-14	c.p
T6	C1	same-0.3	env-1.0	p-0.50	17.8969635647113	2.33192866895578e-05	0	-0.38712345151561	1.66396788712888e-72	nc
T6	C1	same-0.3	env-1.0	p-0.50	0.263965756106271	0.607408624395888	0.6	-0.0493846635018509	0.0272083150262803	c-Tm
T6	C1	same-0.3	env-1.0	p-0.50	0.263965756106271	0.607408624395888	0.583	-0.0493846635018509	0.0272083150262803	c.p-Tm
T6	C1	same-0.3	env-1.0	p-0.50	0.0119753809784311	0.912859787308458	0.911	0.0109322302568657	0.625115603480105	nc-Tm
T6	C1	same-0.3	env-1.0	p-0.50	0.293504236329907	0.58798363489956	0.552	-0.0521368372934568	0.0197134015691321	c-ID
T6	C1	same-0.3	env-1.0	p-0.50	0.293504236329907	0.58798363489956	0.568	-0.0521368372934568	0.0197134015691321	c.p-ID
T6	C1	same-0.3	env-1.0	p-0.50	0.286311360267601	0.592594052021246	0.564	0.0532042993873646	0.0173330157007277	nc-ID
T7	C1	same-0.3	env-1.0	p-0.50	0.299547372383745	0.584166316832777	0.57	-0.0550397845818568	0.0138248942386634	c
T7	C1	same-0.3	env-1.0	p-0.50	0.299547372383745	0.584166316832777	0.516	-0.0550397845818568	0.0138248942386634	c.p
T7	C1	same-0.3	env-1.0	p-0.50	1.01598913238897	0.313472291115424	0.283	0.09797347575487	1.13699915095828e-05	nc
T7	C1	same-0.3	env-1.0	p-0.50	0.289846337196916	0.590319017826901	0.537	-0.0541443506753915	0.0154493048884264	c-Tm
T7	C1	same-0.3	env-1.0	p-0.50	0.289846337196916	0.590319017826901	0.546	-0.0541443506753915	0.0154493048884264	c.p-Tm
T7	C1	same-0.3	env-1.0	p-0.50	1.18495592299744	0.27634937267231	0.234	0.106172807482372	1.94863562366058e-06	nc-Tm
T7	C1	same-0.3	env-1.0	p-0.50	0.330137074465325	0.565578384811344	0.515	-0.0577744834540114	0.00975777682297647	c-ID
T7	C1	same-0.3	env-1.0	p-0.50	0.330137074465325	0.565578384811344	0.505	-0.0577744834540114	0.00975777682297647	c.p-ID
T7	C1	same-0.3	env-1.0	p-0.50	0.748776819435445	0.386863773494867	0.344	0.0846213958760196	0.000151367472367213	nc-ID
T8	C1	same-0.3	env-1.0	p-0.50	0.0828818873741192	0.77342929957873	0.763	0.0279349297212578	0.211756274052859	c
T8	C1	same-0.3	env-1.0	p-0.50	0.0828818873741192	0.77342929957873	0.782	0.0279349297212578	0.211756274052859	c.p
T8	C1	same-0.3	env-1.0	p-0.50	0.0554658221377083	0.813811497927231	0.834	0.0231730832502622	0.300284735198957	nc
T8	C1	same-0.3	env-1.0	p-0.50	0.0803641577231566	0.776804520896054	0.789	0.0275052273928858	0.218871374841873	c-Tm
T8	C1	same-0.3	env-1.0	p-0.50	0.0803641577231566	0.776804520896054	0.794	0.0275052273928858	0.218871374841873	c.p-Tm
T8	C1	same-0.3	env-1.0	p-0.50	0.00825322917876869	0.927613937425748	0.943	-0.00896557252033984	0.688633663864852	nc-Tm
T8	C1	same-0.3	env-1.0	p-0.50	0.0957583669871627	0.756980390661919	0.77	0.0300203451075154	0.179591531970669	c-ID
T8	C1	same-0.3	env-1.0	p-0.50	0.0957583669871627	0.756980390661919	0.819	0.0300203451075154	0.179591531970669	c.p-ID
T8	C1	same-0.3	env-1.0	p-0.50	0.0467063250034618	0.828896968359171	0.851	0.0212675684078169	0.341793519260444	nc-ID
T9	C1	same-0.3	env-1.0	p-0.50	1.25680101774406	0.262257483984945	0.327	0.10788468518636	1.32575626798867e-06	c
T9	C1	same-0.3	env-1.0	p-0.50	1.25680101774406	0.262257483984945	0.306	0.10788468518636	1.32575626798867e-06	c.p
T9	C1	same-0.3	env-1.0	p-0.50	24.1397295333491	8.95927057697658e-07	0	0.426447547177132	3.44246774243934e-89	nc
T9	C1	same-0.3	env-1.0	p-0.50	0.0089092538887681	0.924800277366703	0.937	-0.00907999144150881	0.684871878446611	c-Tm
T9	C1	same-0.3	env-1.0	p-0.50	0.0089092538887681	0.924800277366703	0.93	-0.00907999144150881	0.684871878446611	c.p-Tm
T9	C1	same-0.3	env-1.0	p-0.50	0.0434749248227155	0.834833574777579	0.85	0.020261660564621	0.365118233897112	nc-Tm
T9	C1	same-0.3	env-1.0	p-0.50	0.0244812560544435	0.875666606556401	0.883	-0.0150403818014999	0.501428481108163	c-ID
T9	C1	same-0.3	env-1.0	p-0.50	0.0244812560544435	0.875666606556401	0.88	-0.0150403818014999	0.501428481108163	c.p-ID
T9	C1	same-0.3	env-1.0	p-0.50	0.0350979212218101	0.851390619290141	0.889	-0.0182345016661225	0.415055340151952	nc-ID
T10	C1	same-0.3	env-1.0	p-0.50	0.535658462105185	0.464237590995901	0.521	-0.0721284461572319	0.0012471547815257	c
T10	C1	same-0.3	env-1.0	p-0.50	0.535658462105185	0.464237590995901	0.497	-0.0721284461572319	0.0012471547815257	c.p
T10	C1	same-0.3	env-1.0	p-0.50	0.845384707775881	0.357861268929717	0.385	0.089887506569298	5.68473102787923e-05	nc
T10	C1	same-0.3	env-1.0	p-0.50	0.66184801857927	0.415908280405218	0.441	-0.080080142197565	0.000337320966175412	c-Tm
T10	C1	same-0.3	env-1.0	p-0.50	0.66184801857927	0.415908280405218	0.429	-0.080080142197565	0.000337320966175412	c.p-Tm
T10	C1	same-0.3	env-1.0	p-0.50	0.304769366834749	0.580907790050202	0.598	0.0540960546885632	0.0155415045317119	nc-Tm
T10	C1	same-0.3	env-1.0	p-0.50	1.04325587074028	0.307065449703126	0.331	-0.100228862220758	7.09291585410907e-06	c-ID
T10	C1	same-0.3	env-1.0	p-0.50	1.04325587074028	0.307065449703126	0.32	-0.100228862220758	7.09291585410907e-06	c.p-ID
T10	C1	same-0.3	env-1.0	p-0.50	0.141984407551221	0.706316158321973	0.713	0.0371820932767179	0.0964388090812303	nc-ID
T11	C1	same-0.3	env-1.0	p-0.50	4.46281949433035	0.0346402755955914	0.036	0.194110661589311	1.97163041875162e-18	c
T11	C1	same-0.3	env-1.0	p-0.50	4.46281949433035	0.0346402755955914	0.04	0.194110661589311	1.97163041875162e-18	c.p
T11	C1	same-0.3	env-1.0	p-0.50	22.3913789059839	2.22369941410826e-06	0	0.406991134485919	1.18062113201874e-80	nc
T11	C1	same-0.3	env-1.0	p-0.50	1.19092148994422	0.275143759637458	0.263	0.101356740724488	5.58083870628557e-06	c-Tm
T11	C1	same-0.3	env-1.0	p-0.50	1.19092148994422	0.275143759637458	0.264	0.101356740724488	5.58083870628557e-06	c.p-Tm
T11	C1	same-0.3	env-1.0	p-0.50	0.228725279172166	0.632470629767549	0.68	0.0448334502133682	0.0449879190521332	nc-Tm
T11	C1	same-0.3	env-1.0	p-0.50	0.485142012111043	0.486102382021602	0.479	0.0648947405493541	0.00369102594159004	c-ID
T11	C1	same-0.3	env-1.0	p-0.50	0.485142012111043	0.486102382021602	0.468	0.0648947405493541	0.00369102594159004	c.p-ID
T11	C1	same-0.3	env-1.0	p-0.50	1.4763638109534	0.224344305554433	0.282	-0.112927430343312	4.12028999003787e-07	nc-ID
T12	C1	same-0.3	env-1.0	p-0.50	0.123225040200664	0.725562658376192	0.697	-0.0332895956243156	0.136688218008382	c
T12	C1	same-0.3	env-1.0	p-0.50	0.123225040200664	0.725562658376192	0.706	-0.0332895956243156	0.136688218008382	c.p
T12	C1	same-0.3	env-1.0	p-0.50	6.17029343171092	0.0129913059240813	0.016	0.227613103694465	6.45683652416938e-25	nc
T12	C1	same-0.3	env-1.0	p-0.50	0.707960815989068	0.400121603851756	0.373	-0.0796954316139652	0.000360354847001443	c-Tm
T12	C1	same-0.3	env-1.0	p-0.50	0.707960815989068	0.400121603851756	0.396	-0.0796954316139652	0.000360354847001443	c.p-Tm
T12	C1	same-0.3	env-1.0	p-0.50	0.000753407374487934	0.978102201043332	0.977	0.00258037238282502	0.90818688242668	nc-Tm
T12	C1	same-0.3	env-1.0	p-0.50	0.98342627913374	0.321354374455007	0.333	-0.0939384013176784	2.57944577530981e-05	c-ID
T12	C1	same-0.3	env-1.0	p-0.50	0.98342627913374	0.321354374455007	0.312	-0.0939384013176784	2.57944577530981e-05	c.p-ID
T12	C1	same-0.3	env-1.0	p-0.50	0.513269743147816	0.473726824773707	0.471	-0.067631887443432	0.00247677687827759	nc-ID
T13	C1	same-0.3	env-1.0	p-0.50	0.0606259551494255	0.805509314354487	0.817	0.0233557497818909	0.296489885263698	c
T13	C1	same-0.3	env-1.0	p-0.50	0.0606259551494255	0.805509314354487	0.816	0.0233557497818909	0.296489885263698	c.p
T13	C1	same-0.3	env-1.0	p-0.50	14.3708386707032	0.000150109091723562	0	0.338896185553635	6.15763917941052e-55	nc
T13	C1	same-0.3	env-1.0	p-0.50	0.355040198012436	0.551273769824336	0.6	-0.0565001378987424	0.0114975305503438	c-Tm
T13	C1	same-0.3	env-1.0	p-0.50	0.355040198012436	0.551273769824336	0.569	-0.0565001378987424	0.0114975305503438	c.p-Tm
T13	C1	same-0.3	env-1.0	p-0.50	1.05328897550297	0.304750820461569	0.333	0.0959810186339165	1.71069798320509e-05	nc-Tm
T13	C1	same-0.3	env-1.0	p-0.50	0.499961078368926	0.479517224511861	0.515	-0.0670008793925053	0.00271877054169855	c-ID
T13	C1	same-0.3	env-1.0	p-0.50	0.499961078368926	0.479517224511861	0.512	-0.0670008793925053	0.00271877054169855	c.p-ID
T13	C1	same-0.3	env-1.0	p-0.50	0.10608376213173	0.744647543349564	0.754	0.0307147041825373	0.169731046775333	nc-ID
T14	C1	same-0.3	env-1.0	p-0.50	2.03225392776336	0.153992085352242	0.208	0.139644632840463	3.56560324223648e-10	c
T14	C1	same-0.3	env-1.0	p-0.50	2.03225392776336	0.153992085352242	0.214	0.139644632840463	3.56560324223648e-10	c.p
T14	C1	same-0.3	env-1.0	p-0.50	6.05234024089337	0.0138878783177863	0.02	0.23356474234112	3.47761074832615e-26	nc
T14	C1	same-0.3	env-1.0	p-0.50	0.927861512624147	0.335419226887633	0.419	0.0947994210016351	2.17160263594641e-05	c-Tm
T14	C1	same-0.3	env-1.0	p-0.50	0.927861512624147	0.335419226887633	0.4	0.0947994210016351	2.17160263594641e-05	c.p-Tm
T14	C1	same-0.3	env-1.0	p-0.50	0.0349023360486795	0.851800456538365	0.864	-0.0182449976447311	0.414786813986422	nc-Tm
T14	C1	same-0.3	env-1.0	p-0.50	0.808635854845972	0.368523868188669	0.406	0.0886213410579627	7.22962873382805e-05	c-ID
T14	C1	same-0.3	env-1.0	p-0.50	0.808635854845972	0.368523868188669	0.406	0.0886213410579627	7.22962873382805e-05	c.p-ID
T14	C1	same-0.3	env-1.0	p-0.50	0.528154372315752	0.467383834817541	0.444	-0.0706492735799478	0.00156954918050112	nc-ID
T15	C1	same-0.3	env-1.0	p-0.50	0.655665328421717	0.418094429280639	0.472	0.0768278290471041	0.000584341285212271	c
T15	C1	same-0.3	env-1.0	p-0.50	0.655665328421717	0.418094429280639	0.463	0.0768278290471041	0.000584341285212271	c.p
T15	C1	same-0.3	env-1.0	p-0.50	0.0924406903063672	0.761096955211109	0.781	0.0294905865996617	0.187396106360643	nc
T15	C1	same-0.3	env-1.0	p-0.50	0.835150780398898	0.360787343183936	0.388	0.0866136107895758	0.000105168700099703	c-Tm
T15	C1	same-0.3	env-1.0	p-0.50	0.835150780398898	0.360787343183936	0.4	0.0866136107895758	0.000105168700099703	c.p-Tm
T15	C1	same-0.3	env-1.0	p-0.50	0.569708690918732	0.450374698066416	0.462	0.0727397969741558	0.0011327194804055	nc-Tm
T15	C1	same-0.3	env-1.0	p-0.50	1.05055741349532	0.30537874446342	0.346	0.0970508557063306	1.37510340317713e-05	c-ID
T15	C1	same-0.3	env-1.0	p-0.50	1.05055741349532	0.30537874446342	0.323	0.0970508557063306	1.37510340317713e-05	c.p-ID
T15	C1	same-0.3	env-1.0	p-0.50	2.0828949376114	0.148957437083707	0.159	0.138295209127841	5.27330407011671e-10	nc-ID
T16	C1	same-0.3	env-1.0	p-0.50	0.0620840505077095	0.803231827274763	0.782	0.0238858648423485	0.285659085586338	c
T16	C1	same-0.3	env-1.0	p-0.50	0.0620840505077095	0.803231827274763	0.8	0.0238858648423485	0.285659085586338	c.p
T16	C1	same-0.3	env-1.0	p-0.50	22.6524423803683	1.94113316835657e-06	0	0.418159908696911	1.74399183856491e-85	nc
T16	C1	same-0.3	env-1.0	p-0.50	0.786504502123686	0.375159184508946	0.356	-0.084742423556851	0.000148088261738156	c-Tm
T16	C1	same-0.3	env-1.0	p-0.50	0.786504502123686	0.375159184508946	0.347	-0.084742423556851	0.000148088261738156	c.p-Tm
T16	C1	same-0.3	env-1.0	p-0.50	1.27351414677329	0.259108462150176	0.244	0.106959067653887	1.6338837331789e-06	nc-Tm
T16	C1	same-0.3	env-1.0	p-0.50	1.32005970800977	0.250581335247293	0.207	-0.109440219279522	9.29535595317489e-07	c-ID
T16	C1	same-0.3	env-1.0	p-0.50	1.32005970800977	0.250581335247293	0.229	-0.109440219279522	9.29535595317489e-07	c.p-ID
T16	C1	same-0.3	env-1.0	p-0.50	0.039753697445669	0.841962928531206	0.829	0.0189200948489018	0.397731800753928	nc-ID
T17	C1	same-0.3	env-1.0	p-0.50	7.44962381259956	0.00634497088554161	0.013	0.25210118988981	2.27855041237391e-30	c
T17	C1	same-0.3	env-1.0	p-0.50	7.44962381259956	0.00634497088554161	0.013	0.25210118988981	2.27855041237391e-30	c.p
T17	C1	same-0.3	env-1.0	p-0.50	31.5282402268881	1.96560703819835e-08	0	0.482290509950041	5.03501201456008e-117	nc
T17	C1	same-0.3	env-1.0	p-0.50	0.772174223743047	0.379545278119804	0.442	0.0835817304877919	0.000182488211378806	c-Tm
T17	C1	same-0.3	env-1.0	p-0.50	0.772174223743047	0.379545278119804	0.458	0.0835817304877919	0.000182488211378806	c.p-Tm
T17	C1	same-0.3	env-1.0	p-0.50	0.141132044849541	0.707158190155533	0.7	0.0364558187306844	0.103127647188733	nc-Tm
T17	C1	same-0.3	env-1.0	p-0.50	0.860748863446915	0.353529212317256	0.402	0.0882807902857256	7.7084200683885e-05	c-ID
T17	C1	same-0.3	env-1.0	p-0.50	0.860748863446915	0.353529212317256	0.374	0.0882807902857256	7.7084200683885e-05	c.p-ID
T17	C1	same-0.3	env-1.0	p-0.50	0.00440001248652202	0.947113037342147	0.95	0.00633839691204655	0.776956567260157	nc-ID
T18	C1	same-0.3	env-1.0	p-0.50	0.0642662518204796	0.799875762593064	0.775	-0.0239927821804731	0.283507454120862	c
T18	C1	same-0.3	env-1.0	p-0.50	0.0642662518204796	0.799875762593064	0.789	-0.0239927821804731	0.283507454120862	c.p
T18	C1	same-0.3	env-1.0	p-0.50	3.61100831022528	0.0573983092086457	0.041	0.179509541955396	6.03150019559105e-16	nc
T18	C1	same-0.3	env-1.0	p-0.50	0.238039775755887	0.625625490478254	0.571	-0.0461525930887344	0.0390351580751849	c-Tm
T18	C1	same-0.3	env-1.0	p-0.50	0.238039775755887	0.625625490478254	0.572	-0.0461525930887344	0.0390351580751849	c.p-Tm
T18	C1	same-0.3	env-1.0	p-0.50	0.757957007891783	0.383968628939677	0.357	0.0831340350251979	0.000197661257914906	nc-Tm
T18	C1	same-0.3	env-1.0	p-0.50	0.125229961892683	0.723429972990549	0.687	-0.0334885115504292	0.134358037743088	c-ID
T18	C1	same-0.3	env-1.0	p-0.50	0.125229961892683	0.723429972990549	0.663	-0.0334885115504292	0.134358037743088	c.p-ID
T18	C1	same-0.3	env-1.0	p-0.50	2.32148636403535	0.127598048902508	0.114	0.145273191572732	6.69176234678129e-11	nc-ID
T19	C1	same-0.3	env-1.0	p-0.50	0.000522677113363508	0.981760246191556	0.976	0.00215791982249731	0.923167243185809	c
T19	C1	same-0.3	env-1.0	p-0.50	0.000522677113363508	0.981760246191556	0.981	0.00215791982249731	0.923167243185809	c.p
T19	C1	same-0.3	env-1.0	p-0.50	0.307869408536499	0.578990553646081	0.535	-0.051840063880619	0.020423916911508	nc
T19	C1	same-0.3	env-1.0	p-0.50	0.00662802983068474	0.93511373919653	0.928	-0.0076849021601406	0.731245295263564	c-Tm
T19	C1	same-0.3	env-1.0	p-0.50	0.00662802983068474	0.93511373919653	0.925	-0.0076849021601406	0.731245295263564	c.p-Tm
T19	C1	same-0.3	env-1.0	p-0.50	0.520316134616113	0.47070685912075	0.463	-0.0674737606780418	0.00253549615858302	nc-Tm
T19	C1	same-0.3	env-1.0	p-0.50	0.0282851255894625	0.866440240398495	0.847	0.0158653250707882	0.478250038774224	c-ID
T19	C1	same-0.3	env-1.0	p-0.50	0.0282851255894625	0.866440240398495	0.827	0.0158653250707882	0.478250038774224	c.p-ID
T19	C1	same-0.3	env-1.0	p-0.50	0.0326881630289517	0.85652559850699	0.858	0.0169561863125174	0.448520363291392	nc-ID
T20	C1	same-0.3	env-1.0	p-0.50	18.6299779811551	1.58705236393773e-05	0	0.399878518725506	1.13166733229802e-77	c
T20	C1	same-0.3	env-1.0	p-0.50	18.6299779811551	1.58705236393773e-05	0	0.399878518725506	1.13166733229802e-77	c.p
T20	C1	same-0.3	env-1.0	p-0.50	39.4237999763286	3.41113947136231e-10	0	0.545179658750845	3.0660522945102e-155	nc
T20	C1	same-0.3	env-1.0	p-0.50	9.38005272455331	0.0021935924296965	0	0.296190010524282	8.74501937015405e-42	c-Tm
T20	C1	same-0.3	env-1.0	p-0.50	9.38005272455331	0.0021935924296965	0	0.296190010524282	8.74501937015405e-42	c.p-Tm
T20	C1	same-0.3	env-1.0	p-0.50	4.59705341586266	0.0320269561195374	0.023	0.217420565780034	7.94532233303093e-23	nc-Tm
T20	C1	same-0.3	env-1.0	p-0.50	8.38262084832906	0.00378825763728379	0.002	0.281488791477917	9.63496408593161e-38	c-ID
T20	C1	same-0.3	env-1.0	p-0.50	8.38262084832906	0.00378825763728379	0	0.281488791477917	9.63496408593161e-38	c.p-ID
T20	C1	same-0.3	env-1.0	p-0.50	2.26079629821564	0.13268581863947	0.124	0.152881212554571	6.27679388862654e-12	nc-ID
T21	C1	same-0.3	env-1.0	p-0.50	0.0925902567558966	0.760909650966172	0.8	-0.0298269396224142	0.182412377757393	c
T21	C1	same-0.3	env-1.0	p-0.50	0.0925902567558966	0.760909650966172	0.814	-0.0298269396224142	0.182412377757393	c.p
T21	C1	same-0.3	env-1.0	p-0.50	0.086353257454517	0.768865459517117	0.769	-0.0294049845286987	0.188680357728652	nc
T21	C1	same-0.3	env-1.0	p-0.50	0.483210002765753	0.48697190382158	0.565	-0.0679128461167918	0.00237550293443587	c-Tm
T21	C1	same-0.3	env-1.0	p-0.50	0.483210002765753	0.48697190382158	0.558	-0.0679128461167918	0.00237550293443587	c.p-Tm
T21	C1	same-0.3	env-1.0	p-0.50	0.615100710984671	0.432873740622596	0.468	-0.078061655186546	0.000475531712047793	nc-Tm
T21	C1	same-0.3	env-1.0	p-0.50	0.0894243997525081	0.764910191314642	0.785	-0.0292864008275952	0.190470117664326	c-ID
T21	C1	same-0.3	env-1.0	p-0.50	0.0894243997525081	0.764910191314642	0.815	-0.0292864008275952	0.190470117664326	c.p-ID
T21	C1	same-0.3	env-1.0	p-0.50	0.00831408249203909	0.927348302463622	0.925	-0.00911908962123642	0.683588218190337	nc-ID
T22	C1	same-0.3	env-1.0	p-0.50	0.901598287787813	0.342353512693127	0.312	0.0923662550759934	3.5186351011107e-05	c
T22	C1	same-0.3	env-1.0	p-0.50	0.901598287787813	0.342353512693127	0.283	0.0923662550759934	3.5186351011107e-05	c.p
T22	C1	same-0.3	env-1.0	p-0.50	1.8775048428735	0.170618009807906	0.153	0.134178820340163	1.69982367333522e-09	nc
T22	C1	same-0.3	env-1.0	p-0.50	0.0967384357984636	0.755779312420895	0.725	0.03041084908075	0.173994954350865	c-Tm
T22	C1	same-0.3	env-1.0	p-0.50	0.0967384357984636	0.755779312420895	0.734	0.03041084908075	0.173994954350865	c.p-Tm
T22	C1	same-0.3	env-1.0	p-0.50	0.022410757594651	0.880999548914027	0.865	-0.014736095464024	0.5101256993495	nc-Tm
T22	C1	same-0.3	env-1.0	p-0.50	0.119939838275773	0.729099748930925	0.726	0.0338618869725978	0.130067186694978	c-ID
T22	C1	same-0.3	env-1.0	p-0.50	0.119939838275773	0.729099748930925	0.706	0.0338618869725978	0.130067186694978	c.p-ID
T22	C1	same-0.3	env-1.0	p-0.50	0.0201528346339077	0.887111063971858	0.89	0.0139626983581441	0.532581029217668	nc-ID
T23	C1	same-0.3	env-1.0	p-0.50	0.017002453020172	0.896255144799284	0.889	-0.0123607420800063	0.580630011398486	c
T23	C1	same-0.3	env-1.0	p-0.50	0.017002453020172	0.896255144799284	0.912	-0.0123607420800063	0.580630011398486	c.p
T23	C1	same-0.3	env-1.0	p-0.50	1.46397865165477	0.22629813512024	0.227	-0.114468525442821	2.85361361555908e-07	nc
T23	C1	same-0.3	env-1.0	p-0.50	0.0909096845322484	0.763023850009593	0.792	0.0285662424865034	0.201608211017519	c-Tm
T23	C1	same-0.3	env-1.0	p-0.50	0.0909096845322484	0.763023850009593	0.764	0.0285662424865034	0.201608211017519	c.p-Tm
T23	C1	same-0.3	env-1.0	p-0.50	0.68119959744868	0.409173952918393	0.405	0.0775730323898532	0.000516143070129095	nc-Tm
