rep	case	h2	env	ts	Qx	P-Chi	P-EN	Ax	P-Ax	type
L5	C1	diff-0.3	env-1.0	p-0.50	0.402472498810501	0.525815110228139	0.522	-0.0623198027566351	0.00530355141177954	nc-ID
L6	C1	diff-0.3	env-1.0	p-0.50	4.42784839200492	0.0353570525817107	0.022	0.202480665709919	5.99472000721284e-20	c
L6	C1	diff-0.3	env-1.0	p-0.50	4.42784839200492	0.0353570525817107	0.024	0.202480665709919	5.99472000721284e-20	c.p
L6	C1	diff-0.3	env-1.0	p-0.50	60.4730776127543	7.4591719910053e-15	0	0.605530008762841	1.99454303533683e-200	nc
L6	C1	diff-0.3	env-1.0	p-0.50	0.0431743699148462	0.83539728929114	0.845	0.0203717443630874	0.36251828179993	c-Tm
L6	C1	diff-0.3	env-1.0	p-0.50	0.0431743699148462	0.83539728929114	0.811	0.0203717443630874	0.36251828179993	c.p-Tm
L6	C1	diff-0.3	env-1.0	p-0.50	0.333648669474382	0.563518476849758	0.557	0.0567130564153621	0.0111889657772071	nc-Tm
L6	C1	diff-0.3	env-1.0	p-0.50	0.133578854224299	0.714749841862717	0.665	0.035793180302282	0.109547193074795	c-ID
L6	C1	diff-0.3	env-1.0	p-0.50	0.133578854224299	0.714749841862717	0.69	0.035793180302282	0.109547193074795	c.p-ID
L6	C1	diff-0.3	env-1.0	p-0.50	0.378425095349746	0.53844730608222	0.526	0.0603928768215021	0.00690006699139823	nc-ID
L7	C1	diff-0.3	env-1.0	p-0.50	15.2311431837182	9.51217553943069e-05	0	0.35805699386089	1.47987551057069e-61	c
L7	C1	diff-0.3	env-1.0	p-0.50	15.2311431837182	9.51217553943069e-05	0	0.35805699386089	1.47987551057069e-61	c.p
L7	C1	diff-0.3	env-1.0	p-0.50	161.991275270453	4.15522896331898e-37	0	0.778584650237144	0	nc
L7	C1	diff-0.3	env-1.0	p-0.50	1.07060952632231	0.300807808838356	0.258	0.101586600579471	5.31305719633347e-06	c-Tm
L7	C1	diff-0.3	env-1.0	p-0.50	1.07060952632231	0.300807808838356	0.27	0.101586600579471	5.31305719633347e-06	c.p-Tm
L7	C1	diff-0.3	env-1.0	p-0.50	3.50590854234638	0.0611502963466524	0.058	0.182144118405099	2.22289953230739e-16	nc-Tm
L7	C1	diff-0.3	env-1.0	p-0.50	0.804354403596575	0.369794654925963	0.329	0.0883878668667825	7.55473980159453e-05	c-ID
L7	C1	diff-0.3	env-1.0	p-0.50	0.804354403596575	0.369794654925963	0.314	0.0883878668667825	7.55473980159453e-05	c.p-ID
L7	C1	diff-0.3	env-1.0	p-0.50	0.989721447939778	0.319810464576515	0.29	0.098017722463427	1.12663095681569e-05	nc-ID
L8	C1	diff-0.3	env-1.0	p-0.50	1.4007927622978	0.236590881502364	0.311	0.111362955988381	5.95330468143095e-07	c
L8	C1	diff-0.3	env-1.0	p-0.50	1.4007927622978	0.236590881502364	0.288	0.111362955988381	5.95330468143095e-07	c.p
L8	C1	diff-0.3	env-1.0	p-0.50	33.8382663144026	5.98892085746039e-09	0	0.481700495977062	1.05675284611148e-116	nc
L8	C1	diff-0.3	env-1.0	p-0.50	0.00368860314598071	0.951571155914534	0.968	-0.00573705322263636	0.797633859168234	c-Tm
L8	C1	diff-0.3	env-1.0	p-0.50	0.00368860314598071	0.951571155914534	0.942	-0.00573705322263636	0.797633859168234	c.p-Tm
L8	C1	diff-0.3	env-1.0	p-0.50	0.141226989084893	0.70706425328552	0.74	0.0355820875938544	0.111657244364628	nc-Tm
L8	C1	diff-0.3	env-1.0	p-0.50	0.00496201539309031	0.943842201888041	0.943	-0.006651825436152	0.766240544278917	c-ID
L8	C1	diff-0.3	env-1.0	p-0.50	0.00496201539309031	0.943842201888041	0.95	-0.006651825436152	0.766240544278917	c.p-ID
L8	C1	diff-0.3	env-1.0	p-0.50	0.0689481169909055	0.792874521586589	0.798	0.0248067181524643	0.267487465489219	nc-ID
L9	C1	diff-0.3	env-1.0	p-0.50	7.5878254237109	0.00587637901914054	0.012	0.262803842119283	6.01334008170731e-33	c
L9	C1	diff-0.3	env-1.0	p-0.50	7.5878254237109	0.00587637901914054	0.006	0.262803842119283	6.01334008170731e-33	c.p
L9	C1	diff-0.3	env-1.0	p-0.50	102.550134230615	4.20588004620455e-24	0	0.708455554432418	1.02851003790439e-304	nc
L9	C1	diff-0.3	env-1.0	p-0.50	0.586272693417583	0.44386407533755	0.457	0.0750376393563068	0.000783886169755924	c-Tm
L9	C1	diff-0.3	env-1.0	p-0.50	0.586272693417583	0.44386407533755	0.463	0.0750376393563068	0.000783886169755924	c.p-Tm
L9	C1	diff-0.3	env-1.0	p-0.50	2.67096007522172	0.102194359337977	0.1	0.157544365286308	1.38559484159708e-12	nc-Tm
L9	C1	diff-0.3	env-1.0	p-0.50	0.29692326092906	0.585817720033692	0.573	0.0533592681312596	0.0170092670816121	c-ID
L9	C1	diff-0.3	env-1.0	p-0.50	0.29692326092906	0.585817720033692	0.615	0.0533592681312596	0.0170092670816121	c.p-ID
L9	C1	diff-0.3	env-1.0	p-0.50	0.00223111923050477	0.962326151979894	0.958	0.00461070895382993	0.836736733966	nc-ID
L10	C1	diff-0.3	env-1.0	p-0.50	6.80254957066184	0.00910277944973557	0.008	0.238965737869331	2.28444358074909e-27	c
L10	C1	diff-0.3	env-1.0	p-0.50	6.80254957066184	0.00910277944973557	0.008	0.238965737869331	2.28444358074909e-27	c.p
L10	C1	diff-0.3	env-1.0	p-0.50	82.5649836219793	1.02252558418647e-19	0	0.639804892271608	1.00898628319162e-230	nc
L10	C1	diff-0.3	env-1.0	p-0.50	0.896923246498794	0.343608043655936	0.319	0.089419376021204	6.21540852316666e-05	c-Tm
L10	C1	diff-0.3	env-1.0	p-0.50	0.896923246498794	0.343608043655936	0.337	0.089419376021204	6.21540852316666e-05	c.p-Tm
L10	C1	diff-0.3	env-1.0	p-0.50	3.17733244797055	0.0746665339320671	0.056	0.167116290168303	5.39653016504389e-14	nc-Tm
L10	C1	diff-0.3	env-1.0	p-0.50	0.442557482617503	0.505890643412561	0.495	0.0631129471019506	0.00474954109208305	c-ID
L10	C1	diff-0.3	env-1.0	p-0.50	0.442557482617503	0.505890643412561	0.514	0.0631129471019506	0.00474954109208305	c.p-ID
L10	C1	diff-0.3	env-1.0	p-0.50	0.845233637460212	0.35790422503102	0.306	0.0873632175596636	9.15194524379879e-05	nc-ID
L11	C1	diff-0.3	env-1.0	p-0.50	1.98809842968708e-06	0.998874983586343	0.999	-0.000133518519420286	0.995238734554404	c
L11	C1	diff-0.3	env-1.0	p-0.50	1.98809842968708e-06	0.998874983586343	1	-0.000133518519420286	0.995238734554404	c.p
L11	C1	diff-0.3	env-1.0	p-0.50	3.0288989833809	0.0817935027944088	0.055	0.162981102519854	2.24616226737755e-13	nc
L11	C1	diff-0.3	env-1.0	p-0.50	0.118726059321983	0.730420309070785	0.708	-0.0326062112594599	0.144931514880159	c-Tm
L11	C1	diff-0.3	env-1.0	p-0.50	0.118726059321983	0.730420309070785	0.731	-0.0326062112594599	0.144931514880159	c.p-Tm
L11	C1	diff-0.3	env-1.0	p-0.50	0.0351808827239138	0.851217135403679	0.845	0.0178263828144365	0.425575920618655	nc-Tm
L11	C1	diff-0.3	env-1.0	p-0.50	0.219594304305471	0.639349212120378	0.609	-0.0443170017661766	0.0475183033260922	c-ID
L11	C1	diff-0.3	env-1.0	p-0.50	0.219594304305471	0.639349212120378	0.646	-0.0443170017661766	0.0475183033260922	c.p-ID
L11	C1	diff-0.3	env-1.0	p-0.50	0.0244135981215569	0.875837137668892	0.874	-0.0148507709517618	0.506838772555553	nc-ID
L12	C1	diff-0.3	env-1.0	p-0.50	11.017740598937	0.000902440013365527	0.002	0.311877572636011	2.28598074949797e-46	c
L12	C1	diff-0.3	env-1.0	p-0.50	11.017740598937	0.000902440013365527	0	0.311877572636011	2.28598074949797e-46	c.p
L12	C1	diff-0.3	env-1.0	p-0.50	118.145961619956	1.61086753401275e-27	0	0.723612853925856	0	nc
L12	C1	diff-0.3	env-1.0	p-0.50	2.07379029334806	0.149848706712888	0.107	0.140840356063844	2.51287037838455e-10	c-Tm
L12	C1	diff-0.3	env-1.0	p-0.50	2.07379029334806	0.149848706712888	0.077	0.140840356063844	2.51287037838455e-10	c.p-Tm
L12	C1	diff-0.3	env-1.0	p-0.50	4.75081499393398	0.029284421700145	0.01	0.208068196087064	5.33538475443392e-21	nc-Tm
L12	C1	diff-0.3	env-1.0	p-0.50	1.77745505842933	0.182462141374877	0.117	0.130608354761691	4.56061225824975e-09	c-ID
L12	C1	diff-0.3	env-1.0	p-0.50	1.77745505842933	0.182462141374877	0.097	0.130608354761691	4.56061225824975e-09	c.p-ID
L12	C1	diff-0.3	env-1.0	p-0.50	1.69718567795582	0.19265644070277	0.146	0.126863025275864	1.24859034730991e-08	nc-ID
L13	C1	diff-0.3	env-1.0	p-0.50	0.342747833279296	0.558247398549572	0.572	-0.0564007854090762	0.011644078638984	c
L13	C1	diff-0.3	env-1.0	p-0.50	0.342747833279296	0.558247398549572	0.564	-0.0564007854090762	0.011644078638984	c.p
L13	C1	diff-0.3	env-1.0	p-0.50	3.14781008721115	0.0760289350215075	0.076	0.169413784750778	2.40520971528284e-14	nc
L13	C1	diff-0.3	env-1.0	p-0.50	1.6852563080491	0.19422747439415	0.215	-0.123873821642104	2.73258728068833e-08	c-Tm
L13	C1	diff-0.3	env-1.0	p-0.50	1.6852563080491	0.19422747439415	0.226	-0.123873821642104	2.73258728068833e-08	c.p-Tm
L13	C1	diff-0.3	env-1.0	p-0.50	0.157664350688003	0.691316059308425	0.694	-0.038418472446621	0.0858538498283717	nc-Tm
L13	C1	diff-0.3	env-1.0	p-0.50	2.37604276203575	0.12320930215408	0.14	-0.146436900684033	4.69613144895275e-11	c-ID
L13	C1	diff-0.3	env-1.0	p-0.50	2.37604276203575	0.12320930215408	0.131	-0.146436900684033	4.69613144895275e-11	c.p-ID
L13	C1	diff-0.3	env-1.0	p-0.50	2.18861088377524	0.139034656718332	0.153	-0.141595531014344	2.01155334164539e-10	nc-ID
L14	C1	diff-0.3	env-1.0	p-0.50	3.01920823657996	0.0822836296692872	0.029	-0.163927579461007	1.62587256420268e-13	c
L14	C1	diff-0.3	env-1.0	p-0.50	3.01920823657996	0.0822836296692872	0.03	-0.163927579461007	1.62587256420268e-13	c.p
L14	C1	diff-0.3	env-1.0	p-0.50	4.49722774954862	0.0339498508582217	0.008	-0.199003693607541	2.60732314910151e-19	nc
L14	C1	diff-0.3	env-1.0	p-0.50	1.75053743995894	0.185809182944369	0.089	-0.125286705564762	1.89139825939261e-08	c-Tm
L14	C1	diff-0.3	env-1.0	p-0.50	1.75053743995894	0.185809182944369	0.088	-0.125286705564762	1.89139825939261e-08	c.p-Tm
L14	C1	diff-0.3	env-1.0	p-0.50	0.699613554857343	0.402913575880098	0.307	-0.080084271003135	0.000337081399179604	nc-Tm
L14	C1	diff-0.3	env-1.0	p-0.50	2.09352093303284	0.147924805083798	0.079	-0.136861556238689	7.95877908679302e-10	c-ID
L14	C1	diff-0.3	env-1.0	p-0.50	2.09352093303284	0.147924805083798	0.071	-0.136861556238689	7.95877908679302e-10	c.p-ID
L14	C1	diff-0.3	env-1.0	p-0.50	1.57143468289589	0.209998785261666	0.127	-0.119615730078397	8.081171158432e-08	nc-ID
L15	C1	diff-0.3	env-1.0	p-0.50	0.0993498026088307	0.752611295811406	0.761	-0.0299569033294664	0.180513245625357	c
L15	C1	diff-0.3	env-1.0	p-0.50	0.0993498026088307	0.752611295811406	0.737	-0.0299569033294664	0.180513245625357	c.p
L15	C1	diff-0.3	env-1.0	p-0.50	4.88035254964688	0.0271640704089586	0.031	0.204088795918295	3.00967157391077e-20	nc
L15	C1	diff-0.3	env-1.0	p-0.50	0.974602894382824	0.323534906932812	0.311	-0.0937750397547008	2.66462784234556e-05	c-Tm
L15	C1	diff-0.3	env-1.0	p-0.50	0.974602894382824	0.323534906932812	0.308	-0.0937750397547008	2.66462784234556e-05	c.p-Tm
L15	C1	diff-0.3	env-1.0	p-0.50	0.263977288255051	0.60740077708106	0.64	-0.0486477073449975	0.0295912036126383	nc-Tm
L15	C1	diff-0.3	env-1.0	p-0.50	1.04498332792867	0.306665307258454	0.345	-0.0971143455530015	1.35730155637686e-05	c-ID
L15	C1	diff-0.3	env-1.0	p-0.50	1.04498332792867	0.306665307258454	0.285	-0.0971143455530015	1.35730155637686e-05	c.p-ID
L15	C1	diff-0.3	env-1.0	p-0.50	1.01283323142755	0.314225039952993	0.327	-0.0951463208095053	2.0252873011826e-05	nc-ID
L16	C1	diff-0.3	env-1.0	p-0.50	21.0423279799034	4.49248070310557e-06	0	0.402953603081398	5.93689022801606e-79	c
L16	C1	diff-0.3	env-1.0	p-0.50	21.0423279799034	4.49248070310557e-06	0	0.402953603081398	5.93689022801606e-79	c.p
L16	C1	diff-0.3	env-1.0	p-0.50	132.323319976952	1.27132258884815e-30	0	0.73576997392106	0	nc
L16	C1	diff-0.3	env-1.0	p-0.50	1.59356495614091	0.206817539597693	0.176	0.11986437173616	7.59305948138996e-08	c-Tm
L16	C1	diff-0.3	env-1.0	p-0.50	1.59356495614091	0.206817539597693	0.196	0.11986437173616	7.59305948138996e-08	c.p-Tm
L16	C1	diff-0.3	env-1.0	p-0.50	3.39751086898266	0.0652948808283766	0.058	0.172359066762341	8.3952860040418e-15	nc-Tm
L16	C1	diff-0.3	env-1.0	p-0.50	1.40292342464092	0.236234706748004	0.224	0.112401274830375	4.66572907782228e-07	c-ID
L16	C1	diff-0.3	env-1.0	p-0.50	1.40292342464092	0.236234706748004	0.23	0.112401274830375	4.66572907782228e-07	c.p-ID
L16	C1	diff-0.3	env-1.0	p-0.50	0.983711164360675	0.321284293758718	0.308	0.0936114924161036	2.75258003756405e-05	nc-ID
L17	C1	diff-0.3	env-1.0	p-0.50	0.153136804212144	0.695555559599503	0.682	0.0387910654870334	0.0828546908736753	c
L17	C1	diff-0.3	env-1.0	p-0.50	0.153136804212144	0.695555559599503	0.7	0.0387910654870334	0.0828546908736753	c.p
L17	C1	diff-0.3	env-1.0	p-0.50	21.339937992959	3.84634230322487e-06	0	0.418854505267664	8.61045787745613e-86	nc
L17	C1	diff-0.3	env-1.0	p-0.50	1.08299534319902	0.298028442412692	0.269	-0.102405044245078	4.45592319285421e-06	c-Tm
L17	C1	diff-0.3	env-1.0	p-0.50	1.08299534319902	0.298028442412692	0.263	-0.102405044245078	4.45592319285421e-06	c.p-Tm
L17	C1	diff-0.3	env-1.0	p-0.50	0.82929340149533	0.362476928919208	0.347	-0.0906268883213117	4.9330149932665e-05	nc-Tm
L17	C1	diff-0.3	env-1.0	p-0.50	1.16604802126212	0.280214756203303	0.294	-0.106164668935848	1.95217965174373e-06	c-ID
L17	C1	diff-0.3	env-1.0	p-0.50	1.16604802126212	0.280214756203303	0.246	-0.106164668935848	1.95217965174373e-06	c.p-ID
L17	C1	diff-0.3	env-1.0	p-0.50	1.00767895723683	0.315459531817086	0.274	-0.0998033823784229	7.75926419567925e-06	nc-ID
L18	C1	diff-0.3	env-1.0	p-0.50	4.36008934889426	0.0367903756054295	0.034	0.19690867550794	6.24051445964851e-19	c
L18	C1	diff-0.3	env-1.0	p-0.50	4.36008934889426	0.0367903756054295	0.04	0.19690867550794	6.24051445964851e-19	c.p
L18	C1	diff-0.3	env-1.0	p-0.50	29.5106547810394	5.56101503040137e-08	0	0.461936520908001	2.83450792374586e-106	nc
L18	C1	diff-0.3	env-1.0	p-0.50	1.10082403041814	0.29408533519044	0.251	0.0997866597542636	7.78663840885891e-06	c-Tm
L18	C1	diff-0.3	env-1.0	p-0.50	1.10082403041814	0.29408533519044	0.248	0.0997866597542636	7.78663840885891e-06	c.p-Tm
L18	C1	diff-0.3	env-1.0	p-0.50	0.776238450998673	0.37829402964672	0.379	0.0838751914927749	0.000173143598571106	nc-Tm
L18	C1	diff-0.3	env-1.0	p-0.50	1.26271027810947	0.261138694750808	0.206	0.106798732900538	1.69381719027271e-06	c-ID
L18	C1	diff-0.3	env-1.0	p-0.50	1.26271027810947	0.261138694750808	0.232	0.106798732900538	1.69381719027271e-06	c.p-ID
L18	C1	diff-0.3	env-1.0	p-0.50	0.374721004368621	0.540442095241814	0.521	0.0583634095115603	0.00903611525372516	nc-ID
L19	C1	diff-0.3	env-1.0	p-0.50	9.9361276778783	0.00162066119443896	0.001	0.284719595186257	1.30657466720079e-38	c
L19	C1	diff-0.3	env-1.0	p-0.50	9.9361276778783	0.00162066119443896	0.002	0.284719595186257	1.30657466720079e-38	c.p
L19	C1	diff-0.3	env-1.0	p-0.50	115.527540096899	6.03155869244268e-27	0	0.712517323859772	1.6912404985014e-308	nc
L19	C1	diff-0.3	env-1.0	p-0.50	0.90936742677387	0.340282314724506	0.313	0.0904075976802793	5.14552686927134e-05	c-Tm
L19	C1	diff-0.3	env-1.0	p-0.50	0.90936742677387	0.340282314724506	0.316	0.0904075976802793	5.14552686927134e-05	c.p-Tm
L19	C1	diff-0.3	env-1.0	p-0.50	1.49177710319467	0.2219409368555	0.192	0.116309211537279	1.82862491032027e-07	nc-Tm
L19	C1	diff-0.3	env-1.0	p-0.50	0.726432472773485	0.394042012749885	0.379	0.0809705342708027	0.000289183551910223	c-ID
L19	C1	diff-0.3	env-1.0	p-0.50	0.726432472773485	0.394042012749885	0.39	0.0809705342708027	0.000289183551910223	c.p-ID
L19	C1	diff-0.3	env-1.0	p-0.50	0.386477991647532	0.534156553122724	0.522	0.0591911151895975	0.00810237006842105	nc-ID
L20	C1	diff-0.3	env-1.0	p-0.50	0.0595643991963245	0.807185754506109	0.806	0.0233712909038023	0.296168508892616	c
L20	C1	diff-0.3	env-1.0	p-0.50	0.0595643991963245	0.807185754506109	0.82	0.0233712909038023	0.296168508892616	c.p
L20	C1	diff-0.3	env-1.0	p-0.50	4.91346237493449	0.026648172619462	0.04	0.20719808039175	7.81223349646479e-21	nc
L20	C1	diff-0.3	env-1.0	p-0.50	0.0658477171272097	0.797481321235581	0.806	-0.0245890528111797	0.27170937497017	c-Tm
L20	C1	diff-0.3	env-1.0	p-0.50	0.0658477171272097	0.797481321235581	0.816	-0.0245890528111797	0.27170937497017	c.p-Tm
L20	C1	diff-0.3	env-1.0	p-0.50	0.00971381741075601	0.92148866266572	0.919	-0.009449180999909	0.672787477075998	nc-Tm
L20	C1	diff-0.3	env-1.0	p-0.50	0.169638363956549	0.680433405209592	0.673	-0.0394800916409223	0.0775322192138067	c-ID
L20	C1	diff-0.3	env-1.0	p-0.50	0.169638363956549	0.680433405209592	0.672	-0.0394800916409223	0.0775322192138067	c.p-ID
L20	C1	diff-0.3	env-1.0	p-0.50	0.719020033290648	0.396465544219167	0.441	-0.0813639260313755	0.000270033566302102	nc-ID
L21	C1	diff-0.3	env-1.0	p-0.50	0.690163156950535	0.406108890535223	0.353	0.0832563379492403	0.00019340266289537	c
L21	C1	diff-0.3	env-1.0	p-0.50	0.690163156950535	0.406108890535223	0.383	0.0832563379492403	0.00019340266289537	c.p
L21	C1	diff-0.3	env-1.0	p-0.50	13.6973936490355	0.000214752316893531	0	0.34482404526795	6.17715361237696e-57	nc
L21	C1	diff-0.3	env-1.0	p-0.50	0.0470946549651907	0.828198190840864	0.799	-0.0217497258750857	0.330958916182504	c-Tm
L21	C1	diff-0.3	env-1.0	p-0.50	0.0470946549651907	0.828198190840864	0.845	-0.0217497258750857	0.330958916182504	c.p-Tm
L21	C1	diff-0.3	env-1.0	p-0.50	0.10556092107271	0.745255695706551	0.715	-0.0324294401738843	0.147124547189652	nc-Tm
L21	C1	diff-0.3	env-1.0	p-0.50	0.0600544564205642	0.806409890625742	0.799	-0.0245310213112031	0.272842630607026	c-ID
L21	C1	diff-0.3	env-1.0	p-0.50	0.0600544564205642	0.806409890625742	0.763	-0.0245310213112031	0.272842630607026	c.p-ID
L21	C1	diff-0.3	env-1.0	p-0.50	0.113768171383039	0.735894244308544	0.74	-0.0337760586947133	0.131043999567906	nc-ID
L22	C1	diff-0.3	env-1.0	p-0.50	9.57614085879323	0.00197122320358236	0.013	0.289728524600668	5.59776433248652e-40	c
L22	C1	diff-0.3	env-1.0	p-0.50	9.57614085879323	0.00197122320358236	0.008	0.289728524600668	5.59776433248652e-40	c.p
L22	C1	diff-0.3	env-1.0	p-0.50	90.7673933578164	1.61594483893756e-21	0	0.691663019514347	1.08040888481073e-284	nc
L22	C1	diff-0.3	env-1.0	p-0.50	0.284426675740956	0.593814386680887	0.655	0.0523977551183887	0.0191066448350998	c-Tm
L22	C1	diff-0.3	env-1.0	p-0.50	0.284426675740956	0.593814386680887	0.694	0.0523977551183887	0.0191066448350998	c.p-Tm
L22	C1	diff-0.3	env-1.0	p-0.50	2.98093932030016	0.0842503643173976	0.168	0.166999259297912	5.62160815120639e-14	nc-Tm
L22	C1	diff-0.3	env-1.0	p-0.50	0.0497320066207894	0.823530259897291	0.858	0.0219729878402637	0.326018014969001	c-ID
L22	C1	diff-0.3	env-1.0	p-0.50	0.0497320066207894	0.823530259897291	0.871	0.0219729878402637	0.326018014969001	c.p-ID
L22	C1	diff-0.3	env-1.0	p-0.50	0.427555106972006	0.513191064965132	0.638	0.064096828209891	0.00413527164397801	nc-ID
L23	C1	diff-0.3	env-1.0	p-0.50	0.094656488156326	0.758338817954033	0.698	0.0288115268230946	0.197762508400682	c
L23	C1	diff-0.3	env-1.0	p-0.50	0.094656488156326	0.758338817954033	0.721	0.0288115268230946	0.197762508400682	c.p
