Qx_random	p_random	REP
4.66221181411603	0.0308334478171402	M214
0.00538468903280724	0.941503381930307	M215
0.608677482141751	0.435286196432158	M216
1.04863908197003	0.305820726797794	M217
0.498723485218812	0.480061549298847	M218
1.84825958486476	0.173985950693455	M219
0.379865858539833	0.537675035323522	M220
0.417855700443193	0.518008951873829	M221
5.27589759376296	0.021622636985278	M222
2.68442243058378	0.101333961374365	M223
0.0460925240463109	0.830007697774128	M224
3.49065080728844	0.061716317948048	M225
3.46443648353963	0.0627018689183247	M226
1.272774771137	0.2592467794696	M227
4.2269396081913	0.0397871201008354	M228
0.0112116337475867	0.915673593465698	M229
0.335527733909593	0.562422144922146	M230
1.23200744105076	0.267016993527921	M231
1.78383244467361	0.181679427642417	M232
0.0157135591377538	0.900243512429676	M233
0.0561791904873641	0.812640112451194	M234
0.802592462725046	0.370319394369196	M235
0.490550101844967	0.483682019203527	M236
0.183166295673424	0.668666178837033	M237
0.437447036541091	0.508357242871565	M238
2.90733897185609	0.0881772541120793	M239
0.233072513832983	0.629254905525877	M240
0.252058274482753	0.615629497592548	M241
0.0758014195438335	0.783069957768684	M242
0.692298529739525	0.405383664218656	M243
1.51946666113193	0.217700221157162	M244
1.75351322834043	0.185435679529957	M245
0.00608195795783273	0.937838466469778	M246
3.52507514600998	0.0604470850527766	M247
4.70260385300251	0.0301169566777242	M248
0.306310289573663	0.579953214491627	M249
0.264642454994133	0.606948515348279	M250
0.228298082376219	0.632788656205316	M251
0.803786605196851	0.369963642777569	M252
0.0102491232963108	0.91936156867319	M253
1.41776257916584	0.233772022861302	M254
0.0341883639441566	0.853306720262443	M255
0.422035963814128	0.515922882272978	M256
0.83995971390225	0.359408292917434	M257
0.148572299282274	0.699903470717695	M258
1.13846574209906	0.285976757482855	M259
1.01092412501611	0.314681549026383	M260
0.0551717591185595	0.814296677172299	M261
2.06469610294309	0.150744976768818	M262
0.53976982238159	0.462528135165726	M263
4.1081396884601	0.0426772816717021	M264
0.919228492032204	0.337677626629195	M265
0.715208022957822	0.397720277235166	M266
1.39816645184918	0.23703080770329	M267
0.0844287823519318	0.771383027117878	M268
0.283764687661164	0.594244256955757	M269
0.013103862189469	0.908863560198224	M270
0.63472724380811	0.425626613261477	M271
1.34710733347111	0.245784453927338	M272
0.386593019573228	0.53409571391628	M273
5.60948563442947	0.0178635058824795	M274
0.461397660552856	0.496971498122822	M275
1.85311125109814	0.173421970615778	M276
0.0173086351359702	0.895330517457665	M277
0.431915144447788	0.511050709294364	M278
1.71047187495596	0.190924158584469	M279
2.41906109963866	0.119866754435011	M280
4.84057435569919	0.0277976352520377	M281
4.53275580978542	0.0332520296690641	M282
0.324298269029791	0.569035920710648	M283
0.00311816309944873	0.955468859090429	M284
2.9165270245913	0.0876763836520048	M285
0.0532386634576952	0.817520641905333	M286
0.620389659429317	0.430902522953027	M287
0.109620490783436	0.740576615920742	M288
5.07071065085732	0.0243334058837948	M289
0.69801003866565	0.403453159011693	M290
2.84268891473247	0.0917904922069497	M291
0.296246162684073	0.586245366520546	M292
1.92063698404713	0.165786456621752	M293
0.0303209432510048	0.861764004535857	M294
0.140148204944089	0.708133720973635	M295
4.22421720984077	0.0398509973225286	M296
1.31649154609331	0.251222680430399	M297
0.214740375191999	0.643077048306259	M298
0.065930036733214	0.797357527197169	M299
0.189232534756813	0.663556141136333	M300
0.00489435563072542	0.944225758465627	M301
0.949366069418427	0.329880711383346	M302
0.691014613185158	0.405819487443784	M303
0.014166675354208	0.905256465565598	M304
0.0534336446873881	0.817192689808637	M305
0.205163473282172	0.650584928027418	M306
0.909879623364712	0.340146360196404	M307
5.166353918333	0.0230285009467528	M308
0.702366554690663	0.401989638351313	M309
0.400446206635581	0.526858907143622	M310
1.16109827146585	0.281237885017807	M311
0.157320422632772	0.691635616740376	M312
0.0378176130175168	0.845809832192066	M313
0.0707908276543759	0.790188797365789	M314
0.524567904633865	0.468899621611923	M315
0.00215716290392525	0.962955356908562	M316
1.53761723015005	0.214972824411715	M317
0.638323357845499	0.424318586443174	M318
1.92900127379771	0.164867751980903	M319
1.0694524624615	0.301069154305133	M320
1.03771710484064	0.308353007915651	M321
0.352790756430014	0.552537586083564	M322
0.0252384120568174	0.873774433385994	M323
0.514714986675709	0.473104867008066	M324
0.680121534501441	0.409544877299808	M325
0.000813306795361628	0.977248585852638	M326
1.13793636630346	0.28608880634285	M327
2.06748394961644	0.150469580104915	M328
0.259214976020842	0.610659990346083	M329
4.97301237440954	0.0257457702218818	M330
1.36149482132615	0.243278583951783	M331
0.0491783863411195	0.824499159525239	M332
1.23838055367981	0.265783389021492	M333
6.18710849787832	0.0128684279663888	M334
3.89925905466493	0.0483074082243783	M335
0.0882784782334654	0.766377228966482	M336
2.03066594534506	0.154153048232715	M337
0.341809107286614	0.558786827712581	M338
0.310150725625579	0.577587708810931	M339
0.729389423368881	0.393081171749551	M340
0.228341178365257	0.632756556849689	M341
1.25201271285533	0.263168407949126	M342
0.0268833377208188	0.869761537975463	M343
1.13540671132656	0.286625008951727	M344
0.223381805718662	0.63647514560944	M345
0.360215957697512	0.548386322592332	M346
0.0679907465211058	0.794285032861497	M347
1.31695667637758	0.251138963309338	M348
5.77915620137325	0.0162173250247903	M349
1.84609175145826	0.174238631837069	M350
0.317956842791832	0.572838102424984	M351
0.00938289335348387	0.922833337037155	M352
0.183089576122901	0.668731442747487	M353
3.10423235987982	0.0780890360685854	M354
0.00371115873275936	0.951423494369685	M355
1.98777558673181	0.158573655763943	M356
3.9632871783624	0.0465028092609321	M357
0.720232111188679	0.396067783034356	M358
1.49352917879628	0.221669694193401	M359
0.0131443208342474	0.908723589528038	M360
0.191751437382685	0.661462891694783	M361
0.0672950440381519	0.795316690408476	M362
0.33450148321541	0.563020397143368	M363
2.04693531710461	0.152512923893397	M364
0.209972790894807	0.646788731055119	M365
3.04643603928379	0.0809145242489357	M366
1.66884754096777	0.196412967964181	M367
0.005122260108046	0.942944142004768	M368
0.15241344365981	0.696239572363188	M369
0.0696482809713425	0.791849572256558	M370
2.6392572673887	0.104252272419538	M371
1.41869237009416	0.233618752473846	M372
1.43575795850499	0.230827030382225	M373
0.221957769786618	0.637552227893495	M374
0.155996435039454	0.692869574322783	M375
0.411048772670959	0.521437669237866	M376
3.49788439116797	0.0614472788681173	M377
0.0805777881694353	0.776515931985512	M378
0.44494757181875	0.504744089040103	M379
0.0223220996696744	0.881233417944237	M380
0.000130188946332033	0.990896305103745	M381
1.82496657900465	0.176723226834784	M382
0.121557916619697	0.727350907554763	M383
0.484829966782618	0.486242647175672	M384
6.7574883176346	0.00933550708885205	M385
0.54185432391877	0.461665248931189	M386
0.71781527878892	0.396861473641417	M387
0.424951911169382	0.514476422135982	M388
1.75472612542957	0.185283694021036	M389
0.972669024612565	0.324015432755272	M390
1.06518686512146	0.302035155359623	M391
1.18978009490478	0.275373918234612	M392
1.09064861808498	0.296327540762043	M393
3.37533679175298	0.0661790522924401	M394
1.34993280019703	0.245289865108906	M395
0.190648475831334	0.662377443931466	M396
0.220167336813061	0.638912445696643	M397
6.61267139197115	0.0101255652548185	M398
0.572845531628774	0.449130388384254	M399
0.984099580114806	0.321188777367934	M400
1.21197919362199	0.270940501610675	M401
4.29265325187369	0.038277387312638	M402
3.93788971881679	0.0472099649225668	M403
0.520297856076132	0.470714652727851	M404
0.0915130909333991	0.762262315168316	M405
6.5526198885271	0.0104729836208787	M406
2.19962987405121	0.138043879879298	M407
0.337317111892739	0.561381944629312	M408
5.50016949149444	0.0190146305886067	M409
0.293755489764333	0.587823914253212	M410
1.07854599009377	0.299023055756531	M411
0.256324646381319	0.612656490967264	M412
0.973840177821606	0.323724313432036	M413
4.98923597072525	0.0255054679067044	M414
2.3031035742472	0.129115780953859	M415
3.11522756840215e-06	0.998591733900826	M416
0.000229790465126086	0.987905457887238	M417
0.375180415391054	0.540193950600624	M418
0.684646547458188	0.407991279450488	M419
1.86283558610885	0.172297889405754	M420
0.249431921638782	0.617475363186886	M421
2.66239513997649	0.102745913198078	M422
0.000977920102143585	0.975052848257316	M423
0.195385451769464	0.658471646355575	M424
0.00637804657073566	0.936346477438138	M425
0.737261031674628	0.390539682441416	M426
0.000391909988725355	0.984205537133187	M427
0.0106993334190313	0.917615685791219	M428
0.396699617809464	0.528798652775577	M429
0.145911910461641	0.70247310224602	M430
1.52486675119835	0.216884491719035	M431
3.20433057931433	0.0734435579959567	M432
0.344439085413645	0.557278036473776	M433
0.00776256689093486	0.92979288021933	M434
0.433207891731679	0.510419068191779	M435
6.24655063196389	0.0124435394843723	M436
0.954395235368007	0.328603045616178	M437
0.0155133173284836	0.900877860163049	M438
0.649397844263339	0.420328048213069	M439
0.175694035344127	0.675100136141754	M440
0.0132832092083334	0.908244744646034	M441
0.0136619863865209	0.906951581004263	M442
0.581608605792231	0.445682488694878	M443
0.251577311355317	0.61596662740738	M444
0.505811116914345	0.476957835758726	M445
0.0014679869386671	0.96943707531711	M446
1.03470535549187	0.30905607144306	M447
0.301324658233163	0.583053168385561	M448
0.283669791020221	0.594305932022653	M449
0.216076049748852	0.642046175943759	M450
0.106219636206644	0.74448977035587	M451
1.10046246194866	0.294164635647262	M452
0.0576003064880092	0.810329761605752	M453
6.22553545499242	0.0125920823564689	M454
0.204418416238579	0.651177818721645	M455
0.0397754235068863	0.84192031885725	M456
0.0291711508347842	0.86438445703614	M457
0.106241640626573	0.744464229972902	M458
0.0549750116599849	0.81462205612449	M459
2.68577625904833	0.101247875552307	M460
0.0393432335156317	0.842770226588499	M461
1.28126670961292	0.257663644885313	M462
1.3472338628537	0.245762279328149	M463
3.36719721866358e-06	0.998535888692462	M464
0.104020701514849	0.747056967342094	M465
1.73294114932519	0.188035721036132	M466
2.2777485051161	0.131242274869773	M467
0.619838684944019	0.431107237950426	M468
0.0784761093532348	0.779373260641458	M469
2.8869692350831	0.0892987676182505	M470
9.35760258637271	0.00222062418376903	M471
3.40005197951135	0.0651943646314369	M472
0.391072888277469	0.531735984667713	M473
2.62395090603679	0.105262056476366	M474
0.444412577172584	0.505000345393886	M475
1.72663451965076	0.188841271754446	M476
0.579884203277997	0.446357713127116	M477
0.37721608059397	0.539096921523904	M478
1.32706223255813	0.249328522816942	M479
0.636099835045314	0.4251266422123	M480
0.0733172957394384	0.786566652412598	M481
1.90438233424752	0.167588615576874	M482
2.84011077947988	0.0919378752475129	M483
0.586836275664885	0.443645125553389	M484
0.11866606438864	0.73048577750699	M485
1.18015983212421	0.277323459317639	M486
0.673857142898194	0.411710055006865	M487
0.000314775398971708	0.985844745915322	M488
5.77867773865975	0.0162217403130571	M489
0.0218441642021538	0.882502413653364	M490
0.0682150384751791	0.79395363265064	M491
0.87745082922586	0.348900828531058	M492
0.106244613512091	0.744460779588937	M493
0.0462892403686171	0.829650883380565	M494
2.85546014493685	0.0910641793214235	M495
0.066824511642878	0.796017673258989	M496
0.0034435324090072	0.953205700014649	M497
2.25729936553855	0.132985796191583	M498
0.485360809771068	0.486004071877145	M499
